Index Name,Open Index Value,High Index Value,Low Index Value,Closing Index Value,Points Change,Change(%),Volume,Turnover (Rs. Cr.),P/E,P/B,Div Yield,TIMESTAMP
Nifty 11-15 yr G-Sec Index,2690.56,2691.93,2689.33,2691.93,1.9,.07,-,-,-,-,-,2023-08-22
Nifty 15 yr and above G-Sec Index,2937.83,2941.99,2937.62,2941.86,4.61,.16,-,-,-,-,-,2023-08-22
Nifty Composite G-sec Index,2532.49,2533.78,2531.17,2533.23,1.24,.05,-,-,-,-,-,2023-08-22
Nifty 10 yr Benchmark G-Sec,2176.66,2178,2174.21,2176.94,0.72,.03,-,-,-,-,-,2023-08-22
Nifty 10 yr Benchmark G-Sec (Clean Price),869.89,870.43,868.91,870.01,0.11,.01,-,-,-,-,-,2023-08-22
Nifty 1D Rate Index,-,-,-,2170.06,0.4,.02,-,-,-,-,-,2023-08-22
Nifty50 USD,-,-,-,8103.54,17.64,.22,-,-,-,-,-,2023-08-22
Nifty 50,19439.2,19472.05,19366.6,19444.0,47.55,.25,225214991,20167.16,22.19,4.56,1.37,2023-08-23
Nifty Next 50,44466,44555.95,44316.25,44346.0,21.5,.05,223432256,8247.95,25.12,4.41,1.53,2023-08-23
Nifty 100,19371.35,19397,19302.7,19362.55,37.1,.19,448647247,28415.11,22.75,4.59,1.37,2023-08-23
Nifty 200,10343.5,10360.4,10313.6,10340.05,22.8,.22,1171221933,42596.1,22.77,4.33,1.34,2023-08-23
Nifty 500,16950.9,16981.85,16912.15,16950.25,45.0,.27,2283716870,57435.29,23.14,4.35,1.29,2023-08-23
Nifty Midcap 50,11038.4,11106.45,11026.9,11081.7,72.5,.66,306260708,7130.86,20.73,3.11,1.18,2023-08-23
NIFTY Midcap 100,38681.1,38831.8,38641.7,38694.65,150.35,.39,722574686,14181,22.92,3.27,1.15,2023-08-23
NIFTY Smallcap 100,11886.2,11981.25,11885.35,11960.2,107.7,.91,808252692,7902.38,22.05,3.64,1.23,2023-08-23
Nifty50 Dividend Points,-,-,-,148.23,0.0,-,-,-,-,-,-,2023-08-23
Nifty Auto,15539.8,15553.35,15471.5,15498.1,-9.8,-.06,33698009,2635.02,24.5,5.84,1.09,2023-08-23
Nifty Bank,44064.5,44521.65,43952.05,44479.05,485.8,1.1,212380487,9264.63,16.15,2.89,.84,2023-08-23
Nifty Energy,26591.75,26592.65,26344.45,26370.2,-151.9,-.57,76591078,3207.7,10.8,2.39,2.94,2023-08-23
Nifty Financial Services,19584.45,19744.1,19511.55,19731.95,180.2,.92,108867308,9587.14,18.23,3.7,.85,2023-08-23
Nifty FMCG,52310.6,52315.3,51839.5,51888.3,-253.35,-.49,18855107,1850.1,43.27,12.57,1.81,2023-08-23
Nifty IT,31036.95,31084.65,30887.45,30924.1,21.7,.07,12220885,2019.53,26.01,8.48,2.58,2023-08-23
Nifty Media,2265.8,2290.3,2263,2273.7,15.35,.68,115282158,975.08,-,3.4,.69,2023-08-23
Nifty Metal,6676.1,6708.2,6610.7,6625.55,-8.85,-.13,123562838,3457.71,23.91,2.12,3.16,2023-08-23
Nifty MNC,21939.9,21953.8,21852.05,21889.0,26.9,.12,25676751,2744.92,36.86,7.76,2.4,2023-08-23
Nifty Pharma,15344.6,15359.25,15266.2,15282.5,-20.1,-.13,15124692,1875.14,32.24,5.04,.86,2023-08-23
Nifty PSU Bank,4566.4,4649.85,4556.55,4630.45,78.2,1.72,336528170,3114.09,7.28,1.1,2.26,2023-08-23
Nifty Realty,537.9,541.2,537.65,538.9,2.3,.43,10807777,427.12,79.6,3.94,.33,2023-08-23
Nifty India Consumption,8342,8342.1,8297.7,8302.3,-19.5,-.23,78586976,5970.13,40.2,8.75,1.16,2023-08-23
Nifty Commodities,6271.15,6289.1,6238.45,6243.4,-7.75,-.12,197867815,7089.22,14.01,2.38,2.36,2023-08-23
Nifty Dividend Opportunities 50,4430.3,4430.3,4410.35,4421.2,9.9,.22,304052250,8510.41,15.23,3.15,3.43,2023-08-23
Nifty Infrastructure,6036.5,6046.05,6018.3,6023.1,-1.55,-.03,129728349,6228.83,19.02,3.39,1.28,2023-08-23
Nifty PSE,5517.45,5520.65,5489.45,5504.75,13.95,.25,198727794,4028.3,7.93,1.76,4.05,2023-08-23
Nifty Services Sector,24824.25,24894.7,24707,24860.95,104.55,.42,158155900,12959.04,21.33,4.4,1.35,2023-08-23
Nifty50 Shariah,-,-,-,4075.0,-0.25,-.01,80855184,5926.73,23.06,5.47,2.29,2023-08-23
Nifty500 Shariah,-,-,-,5596.62,5.58,.1,452566788,20405.17,27.32,5.41,1.61,2023-08-23
Nifty Low Volatility 50,-,-,-,18185.9,-2.91,-.02,120887451,13952.22,26.61,5.27,1.44,2023-08-23
Nifty Alpha 50,34200.65,34489.15,34162.65,34383.1,290.95,.85,448207157,8673.49,16.24,2.63,1.42,2023-08-23
Nifty High Beta 50,-,-,-,2741.55,7.92,.29,736703887,13457.32,17.86,2.02,1.69,2023-08-23
Nifty100 Equal Weight,22745.35,22748.1,22626.8,22644.4,-19.3,-.09,448647247,28415.11,22.97,4.55,1.45,2023-08-23
Nifty100 Liquid 15,5150.25,5153.1,5122.65,5137.45,0.75,.01,112670295,8671.57,22.33,3.76,.99,2023-08-23
Nifty CPSE,3532.7,3532.7,3508.55,3519.7,6.4,.18,126633650,1935.37,8.43,1.94,5.3,2023-08-23
Nifty50 Value 20,10115.55,10115.55,10059.5,10080.6,13.35,.13,109213105,4386.9,18.86,4.3,3.01,2023-08-23
Nifty Midcap Liquid 15,9031.1,9124.4,9023.8,9107.55,94.0,1.04,82180017,2717.53,26.93,3.52,.85,2023-08-23
Nifty Shariah 25,-,-,-,6609.53,-7.9,-.12,70755488,5744.98,23.51,6.03,2.23,2023-08-23
India VIX,11.7475,11.885,10.3075,11.73,-0.02,-.17,-,-,-,-,-,2023-08-23
Nifty Growth Sectors 15,9751.9,9753.65,9682.3,9718.4,-3.7,-.04,35676453,3694.87,32.46,8.95,2.1,2023-08-23
Nifty50 TR 1x Inverse,202.15,202.9,201.85,202.1,-0.45,-.22,-,-,-,-,-,2023-08-23
Nifty50 TR 2x Leverage,13890.45,13936.4,13787.25,13897.3,65.25,.47,-,-,-,-,-,2023-08-23
Nifty50 PR 1x Inverse,240.7,241.6,240.3,240.65,-0.55,-.23,-,-,-,-,-,2023-08-23
Nifty50 PR 2x Leverage,9776.1,9808.45,9703.45,9780.9,45.9,.47,-,-,-,-,-,2023-08-23
NIFTY100 Quality 30,4346.55,4350.35,4334.25,4341.7,9.25,.21,55647553,9053.69,27.51,8.81,2.1,2023-08-23
Nifty Mahindra Group,-,-,-,21354.4,-15.66,-.07,13847327,763.78,19,4.4,2.04,2023-08-23
Nifty 50 Futures TR Index,-,-,-,20832.36,51.84,.25,-,-,-,-,-,2023-08-23
Nifty Tata Group,-,-,-,14243.44,61.58,.43,111439695,3795.88,34.68,8.27,2.2,2023-08-23
Nifty Tata Group 25% Cap,-,-,-,11839.85,47.44,.4,87005582,2919.12,40.75,5.44,1.53,2023-08-23
Nifty Private Bank,22838.3,23105.4,22779.85,23080.8,287.3,1.26,157267254,7891.04,18.03,2.96,.65,2023-08-23
Nifty Smallcap 250,11552.8,11613.6,11551.5,11591.55,81.85,.71,1060132494,12555.65,23.36,3.78,1.06,2023-08-23
Nifty Smallcap 50,5395.45,5464.5,5395.45,5455.3,77.25,1.44,645150154,5056.7,23.6,3.73,1.73,2023-08-23
Nifty MidSmallcap 400,13454.45,13505.7,13450.15,13471.3,66.0,.49,1832686852,28924.27,24.49,3.75,1.05,2023-08-23
Nifty Midcap 150,14506.45,14556.9,14496.8,14508.75,54.65,.38,772554358,16368.62,25.13,3.73,1.04,2023-08-23
Nifty Midcap Select,8735.65,8807.4,8725.95,8784.4,68.85,.79,157011546,3780.09,24.94,3.52,.67,2023-08-23
NIFTY LargeMidcap 250,11557.7,11582.85,11544.4,11556.1,33.2,.29,1221201605,44783.73,23.92,4.1,1.2,2023-08-23
NIFTY SME EMERGE,-,-,-,9206.41,87.22,.96,-,-,57.27,6.38,.12,2023-08-23
Nifty Oil & Gas,7944.45,7948.2,7895.85,7905.75,-24.3,-.31,48880790,2080.39,8.98,1.9,2.41,2023-08-23
Nifty Financial Services 25/50,20044.15,20184.85,19975.7,20173.25,169.9,.85,108867308,9587.14,16.37,3.6,1.06,2023-08-23
Nifty Healthcare Index,9650.65,9658.4,9603.8,9621.65,2.9,.03,17801645,2271.16,36.37,5.58,.68,2023-08-23
Nifty500 Multicap 50:25:25,11459.2,11489.05,11449.65,11467.0,42.7,.37,2283716870,57435.29,23.47,4.12,1.2,2023-08-23
Nifty Microcap 250,15259.25,15386.4,15258.7,15330.0,148.45,.98,1041391355,7318.72,29.97,2.73,.91,2023-08-23
Nifty Total Market,9498.8,9517.3,9479.25,9499.85,27.35,.29,3325108225,64754.01,23.3,4.27,1.28,2023-08-23
Nifty India Digital,6178.75,6195.45,6170.2,6188.35,38.6,.63,165316055,4945.83,114.28,8.83,1.37,2023-08-23
Nifty Mobility,-,-,-,12926.31,-26.08,-.2,147541390,6018.51,25.5,5.48,1.03,2023-08-23
Nifty India Defence,-,-,-,3149.81,51.84,1.67,44733007,3191.29,36.53,8.04,.76,2023-08-23
Nifty Financial Services Ex-Bank,-,-,-,19358.31,132.4,.69,80660204,4380.02,19.23,4.45,1.16,2023-08-23
Nifty Housing,-,-,-,8567.37,24.2,.28,513258583,16889.7,24.82,3.36,1.06,2023-08-23
Nifty Transportation & Logistics,-,-,-,14837.84,-21.16,-.14,115139249,4507.42,27.24,6.16,.92,2023-08-23
Nifty MidSmall Financial Services,-,-,-,10857.21,118.53,1.1,325301209,4818.19,13.17,1.94,1.66,2023-08-23
Nifty MidSmall Healthcare,-,-,-,26201.04,58.52,.22,19517104,1245.16,39.62,4.39,.65,2023-08-23
Nifty MidSmall IT & Telecom,-,-,-,7725.35,39.4,.51,93223591,1687.94,264.97,33.2,1.14,2023-08-23
Nifty MidSmall India Consumption,-,-,-,13030.27,71.23,.55,43809795,2601.61,60.29,6.79,.5,2023-08-23
Nifty REITs & InvITs,-,-,-,990.88,1.69,.17,3029016,41.53,72.28,1.13,8.47,2023-08-23
Nifty Core Housing,-,-,-,11942.56,10.84,.09,42455429,3154.29,33.18,4.52,.56,2023-08-23
Nifty Consumer Durables,28441.8,28565.2,28372.55,28454.15,150.4,.53,19510247,1478.03,62.5,11.04,.46,2023-08-23
Nifty Non-Cyclical Consumer,-,-,-,11918.92,-10.97,-.09,129979891,5800.31,57.73,11.22,.95,2023-08-23
NIFTY100 Alpha 30,-,-,-,12006.86,43.26,.36,147240574,12752.71,21.03,4.74,1.4,2023-08-23
NIFTY500 Value 50,-,-,-,8433.5,52.63,.63,444474526,6969.6,7.27,1.35,4.35,2023-08-23
Nifty100 Low Volatility 30,14980.4,14982.9,14907.4,14933.85,9.7,.06,107617954,11840.01,24.08,5.31,1.65,2023-08-23
NIFTY Alpha Low-Volatility 30,19448,19448,19363.25,19397.65,-0.8,0,103268815,8792.97,18.54,4.38,1.46,2023-08-23
NIFTY Quality Low-Volatility 30,-,-,-,13675.06,13.96,.1,54869530,7968.58,27.1,7.91,2.1,2023-08-23
NIFTY Alpha Quality Low-Volatility 30,-,-,-,15967.34,-3.01,-.02,60713830,5538.95,21.31,7.03,2.2,2023-08-23
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13738.36,19.93,.15,96414492,8857.2,16.83,5.07,2.62,2023-08-23
NIFTY200 Quality 30,15959.6,15979.05,15913.8,15923.65,21.5,.14,37197953,4735.57,26.75,9.58,2.42,2023-08-23
NIFTY Midcap150 Quality 50,18483,18542.7,18458.95,18479.3,55.75,.3,33697802,3256.33,33.72,8.35,1.58,2023-08-23
Nifty200 Momentum 30,22162.05,22323.95,22143.1,22267.75,168.95,.76,196358867,7550.79,17.71,3.61,1.3,2023-08-23
Nifty India Manufacturing,9676.25,9700.95,9662.45,9676.55,30.05,.31,257470003,13240.23,25.55,4.58,1.33,2023-08-23
Nifty100 ESG Sector Leaders,3122.55,3128.6,3113.1,3124.5,13.3,.43,161527456,13608.37,26.94,5.34,1.32,2023-08-23
Nifty200 Alpha 30,-,-,-,16462.84,152.73,.94,293376485,8635.73,14.82,2.48,1.46,2023-08-23
Nifty Midcap150 Momentum 50,-,-,-,39862.69,213.88,.54,301856241,6646.42,19.02,3.43,1.1,2023-08-23
Nifty Smallcap250 Quality 50,-,-,-,18743.88,116.88,.63,58278308,2159.45,22.02,4.42,1.58,2023-08-23
NIFTY100 ESG,3653.8,3653.9,3639.45,3648.15,5.85,.16,377445442,24114.42,27.05,5.7,1.33,2023-08-23
NIFTY100 Enhanced ESG,-,-,-,3677.52,6.0,.16,323723127,21753.83,27.76,5.8,1.32,2023-08-23
NIFTY50 Equal Weight,22956.25,22957.65,22857.1,22884.5,10.55,.05,225214991,20167.16,19.73,4.33,1.62,2023-08-23
Nifty 50 Futures Index,-,-,-,5816.42,13.35,.23,-,-,-,-,-,2023-08-23
Nifty 50 Arbitrage,-,-,-,2196.68,0.34,.02,-,-,-,-,-,2023-08-23
Nifty Aditya Birla Group,-,-,-,5814.89,14.78,.25,78728836,822.43,4476.65,6.74,.47,2023-08-23
Nifty 8-13 yr G-Sec,2458.2,2462.11,2458.2,2462.11,4.39,.18,-,-,-,-,-,2023-08-23
Nifty 4-8 yr G-Sec Index,2666.66,2669.34,2666.66,2669.3,3.15,.12,-,-,-,-,-,2023-08-23
Nifty 11-15 yr G-Sec Index,2692.46,2699.15,2692.46,2699.15,7.22,.27,-,-,-,-,-,2023-08-23
Nifty 15 yr and above G-Sec Index,2942.44,2948.84,2942.44,2948.2,6.34,.22,-,-,-,-,-,2023-08-23
Nifty Composite G-sec Index,2533.73,2537.98,2533.73,2537.98,4.75,.19,-,-,-,-,-,2023-08-23
Nifty 10 yr Benchmark G-Sec,2177.37,2180.92,2177.37,2180.87,3.93,.18,-,-,-,-,-,2023-08-23
Nifty 10 yr Benchmark G-Sec (Clean Price),870,871.43,870,871.41,1.4,.16,-,-,-,-,-,2023-08-23
Nifty 1D Rate Index,-,-,-,2170.46,0.4,.02,-,-,-,-,-,2023-08-23
Nifty50 USD,-,-,-,8146.49,42.95,.53,-,-,-,-,-,2023-08-23
Nifty 50,19535.15,19584.45,19369,19386.7,-57.3,-.29,268256859,24338.24,22.12,4.47,1.37,2023-08-24
Nifty Next 50,44626.9,44730.45,44458.05,44504.6,158.6,.36,202092241,7463.61,25.21,4.42,1.54,2023-08-24
Nifty 100,19458.35,19504.2,19306.65,19323.35,-39.2,-.2,470349100,31801.85,22.7,4.51,1.38,2023-08-24
Nifty 200,10393.15,10416.7,10317.15,10325.9,-14.15,-.14,1196495683,56012.8,22.74,4.26,1.34,2023-08-24
Nifty 500,17039.25,17074.25,16916.4,16930.15,-20.1,-.12,2414341659,71343.04,23.11,4.28,1.29,2023-08-24
Nifty Midcap 50,11142.3,11185.65,11118.65,11131.05,49.35,.45,327307069,18320.73,20.83,3.09,1.17,2023-08-24
NIFTY Midcap 100,38934.95,39039,38751.25,38789.0,94.35,.24,726146583,24210.95,22.98,3.25,1.14,2023-08-24
NIFTY Smallcap 100,12035.9,12054.9,11904.95,11918.2,-42.0,-.35,822923268,7927.23,21.98,3.59,1.24,2023-08-24
Nifty50 Dividend Points,-,-,-,148.23,0.0,-,-,-,-,-,-,2023-08-24
Nifty Auto,15579.85,15581.85,15439.45,15459.3,-38.8,-.25,34177070,2621.99,24.44,5.83,1.09,2023-08-24
Nifty Bank,44704.2,44949.9,44433.75,44496.2,17.15,.04,220421097,11640.43,16.15,2.79,.84,2023-08-24
Nifty Energy,26468.6,26568.5,26132.45,26171.3,-198.9,-.75,119607635,4409.35,10.72,2.37,2.96,2023-08-24
Nifty Financial Services,19823.05,19927.05,19690.75,19717.85,-14.1,-.07,133107667,12176.4,18.21,3.57,.85,2023-08-24
Nifty FMCG,52028.5,52150.05,51929.4,52036.75,148.45,.29,15576257,1583.75,43.39,12.04,1.81,2023-08-24
Nifty IT,31084.55,31212.45,31004.75,31112.1,188.0,.61,37465608,13217.87,26.17,8.54,2.56,2023-08-24
Nifty Media,2287.15,2306.6,2272.45,2277.85,4.15,.18,58768321,962.82,-,3.41,.69,2023-08-24
Nifty Metal,6677.8,6706.35,6594.9,6602.85,-22.7,-.34,91794048,2886.04,23.83,2.12,3.17,2023-08-24
Nifty MNC,22009.3,22049.85,21946.9,21962.05,73.05,.33,28902876,2882.27,36.99,7.74,2.4,2023-08-24
Nifty Pharma,15326.95,15374.9,15171.65,15193.15,-89.35,-.58,13896685,1672.73,32.06,4.98,.87,2023-08-24
Nifty PSU Bank,4657.3,4679.2,4585.7,4600.5,-29.95,-.65,272568977,2979.73,7.24,1.09,2.28,2023-08-24
Nifty Realty,541.3,547.35,538.4,540.0,1.1,.2,51515444,736.55,79.76,3.89,.33,2023-08-24
Nifty India Consumption,8338.25,8352.15,8319.45,8325.45,23.15,.28,78884323,5890.44,40.32,8.67,1.16,2023-08-24
Nifty Commodities,6271.65,6303.95,6221.9,6227.2,-16.2,-.26,204589001,7462.63,13.98,2.37,2.36,2023-08-24
Nifty Dividend Opportunities 50,4442.6,4450.7,4415.35,4418.75,-2.45,-.06,466523329,10394.74,15.22,3.14,3.43,2023-08-24
Nifty Infrastructure,6054.75,6071.15,5984,5989.7,-33.4,-.55,178205320,8152.55,18.92,3.37,1.29,2023-08-24
Nifty PSE,5537.75,5555.55,5486.05,5491.5,-13.25,-.24,213594536,4383.36,7.91,1.75,4.08,2023-08-24
Nifty Services Sector,24990.4,25082.05,24849.5,24874.4,13.45,.05,195993437,16130.05,21.34,4.29,1.35,2023-08-24
Nifty50 Shariah,-,-,-,4079.85,4.85,.12,73183943,6251.19,23.08,5.48,2.29,2023-08-24
Nifty500 Shariah,-,-,-,5608.14,11.52,.21,440861681,29815.95,27.38,5.4,1.61,2023-08-24
Nifty Low Volatility 50,-,-,-,18184.33,-1.57,-.01,171201048,17529.74,26.61,5.22,1.44,2023-08-24
Nifty Alpha 50,34612.1,34654.25,34195.05,34246.75,-136.35,-.4,366492414,7991.98,16.18,2.62,1.43,2023-08-24
Nifty High Beta 50,-,-,-,2739.45,-2.11,-.08,861550508,14701.17,17.85,2.01,1.69,2023-08-24
Nifty100 Equal Weight,22771.45,22820.45,22638.9,22656.75,12.35,.05,470349100,31801.85,22.98,4.54,1.46,2023-08-24
Nifty100 Liquid 15,5163.75,5182.3,5116.75,5121.3,-16.15,-.31,127072689,9782.24,22.26,3.75,.99,2023-08-24
Nifty CPSE,3533,3544.5,3490.25,3497.05,-22.65,-.64,103873888,1575.2,8.38,1.93,5.33,2023-08-24
Nifty50 Value 20,10123.5,10140.8,10060.45,10068.0,-12.6,-.12,102712498,4734.69,18.84,4.27,3.01,2023-08-24
Nifty Midcap Liquid 15,9158.5,9192.1,9102.75,9117.2,9.65,.11,77272330,2860.8,26.96,3.52,.85,2023-08-24
Nifty Shariah 25,-,-,-,6616.6,7.07,.11,80428295,6390.37,23.54,6.03,2.23,2023-08-24
India VIX,11.7275,12.235,10.1975,11.7,-0.03,-.23,-,-,-,-,-,2023-08-24
Nifty Growth Sectors 15,9750.65,9770.55,9687.7,9698.15,-20.25,-.21,34070210,3313.41,32.39,8.81,2.11,2023-08-24
Nifty50 TR 1x Inverse,201.2,202.9,200.7,202.75,0.65,.32,-,-,-,-,-,2023-08-24
Nifty50 TR 2x Leverage,14025,14094.8,13787.95,13812.75,-84.55,-.61,-,-,-,-,-,2023-08-24
Nifty50 PR 1x Inverse,239.6,241.65,238.95,241.4,0.75,.31,-,-,-,-,-,2023-08-24
Nifty50 PR 2x Leverage,9870.75,9919.9,9703.95,9721.4,-59.5,-.61,-,-,-,-,-,2023-08-24
NIFTY100 Quality 30,4365.2,4367.8,4340.25,4343.7,2.0,.05,61597602,9694.23,27.53,8.75,2.11,2023-08-24
Nifty 50 Futures Index,-,-,-,5805.85,-10.57,-.18,-,-,-,-,-,2023-08-24
NIFTY50 Equal Weight,22992.4,23057.15,22811.6,22826.7,-57.8,-.25,268256859,24338.24,19.68,4.3,1.63,2023-08-24
Nifty 50 Futures TR Index,-,-,-,20798.57,-33.79,-.16,-,-,-,-,-,2023-08-24
Nifty Mahindra Group,-,-,-,21412.06,57.66,.27,13625476,822.22,19.05,4.41,2.04,2023-08-24
Nifty Aditya Birla Group,-,-,-,5805.32,-9.57,-.16,74763651,830.51,4469.28,6.73,.47,2023-08-24
Nifty Tata Group,-,-,-,14226.77,-16.67,-.12,87933815,3274.8,34.63,8.29,2.2,2023-08-24
Nifty Tata Group 25% Cap,-,-,-,11832.79,-7.06,-.06,70518588,2606.89,40.73,5.44,1.54,2023-08-24
Nifty Private Bank,23216.85,23348.2,23044.75,23080.8,0.0,0,163669706,10064.92,18.03,2.87,.65,2023-08-24
Nifty Smallcap 250,11664.5,11682.55,11566.05,11576.95,-14.6,-.13,1064989977,12955.91,23.33,3.74,1.06,2023-08-24
Nifty Smallcap 50,5495,5503.8,5428.2,5437.7,-17.6,-.32,721760289,5700.84,23.53,3.71,1.74,2023-08-24
Nifty MidSmallcap 400,13554.15,13574.5,13477.1,13489.3,18.0,.13,1941342988,39433.94,24.52,3.71,1.05,2023-08-24
Nifty Midcap 150,14596.9,14633.05,14534.5,14547.85,39.1,.27,876353011,26478.03,25.2,3.7,1.04,2023-08-24
Nifty Midcap Select,8835.25,8862.55,8800.95,8810.7,26.3,.3,145382042,4051.72,25.01,3.48,.67,2023-08-24
NIFTY LargeMidcap 250,11620.05,11645.1,11551.45,11560.95,4.85,.04,1346702111,58279.88,23.93,4.05,1.2,2023-08-24
NIFTY SME EMERGE,-,-,-,9320.44,114.03,1.24,-,-,56.81,6.46,.12,2023-08-24
Nifty Oil & Gas,7934.3,7958.75,7849.4,7861.5,-44.25,-.56,83278117,3275.46,8.93,1.89,2.42,2023-08-24
Nifty Financial Services 25/50,20263.95,20372.9,20138.55,20165.85,-7.4,-.04,133107667,12176.4,16.36,3.47,1.06,2023-08-24
Nifty Healthcare Index,9651,9687.85,9533.95,9546.25,-75.4,-.78,16597306,2024.66,36.08,5.52,.68,2023-08-24
Nifty500 Multicap 50:25:25,11531.1,11549.35,11451.5,11460.05,-6.95,-.06,2414341659,71343.04,23.46,4.06,1.21,2023-08-24
Nifty Microcap 250,15446.15,15492.9,15365,15384.8,54.8,.36,907383131,6704.21,30.08,2.73,.91,2023-08-24
Nifty Total Market,9550.4,9569.85,9482.45,9489.95,-9.9,-.1,3321724790,78047.25,23.28,4.21,1.28,2023-08-24
Nifty India Digital,6233.2,6247.3,6213.2,6229.85,41.5,.67,171437411,16009.11,115.05,8.89,1.36,2023-08-24
Nifty Mobility,-,-,-,12889.92,-36.39,-.28,163947980,6906.91,25.43,5.46,1.03,2023-08-24
Nifty India Defence,-,-,-,3159.26,9.45,.3,38914296,3164.17,36.63,8.01,.83,2023-08-24
Nifty Financial Services Ex-Bank,-,-,-,19378.64,20.33,.11,82302915,4992.42,19.25,4.42,1.15,2023-08-24
Nifty Housing,-,-,-,8562.34,-5.04,-.06,437165354,17865.36,24.81,3.32,1.06,2023-08-24
Nifty Transportation & Logistics,-,-,-,14808.02,-29.82,-.2,97693712,4387.84,27.18,6.12,.92,2023-08-24
Nifty MidSmall Financial Services,-,-,-,10869.88,12.67,.12,363399787,6539.4,13.19,1.91,1.66,2023-08-24
Nifty MidSmall Healthcare,-,-,-,25988.79,-212.25,-.81,21144121,1157.29,39.3,4.3,.65,2023-08-24
Nifty MidSmall IT & Telecom,-,-,-,7886.56,161.21,2.09,128069251,12657.67,270.49,33.9,1.12,2023-08-24
Nifty MidSmall India Consumption,-,-,-,12976.63,-53.63,-.41,39328706,2257.03,60.04,6.74,.5,2023-08-24
Nifty REITs & InvITs,-,-,-,985.41,-5.47,-.55,1551556,21.21,71.88,1.12,8.51,2023-08-24
Nifty Core Housing,-,-,-,11966.1,23.54,.2,39933926,2924.28,33.24,4.46,.56,2023-08-24
Nifty Consumer Durables,28558,28618.65,28279.8,28314.15,-140.0,-.49,7304003,915.32,62.2,11.05,.46,2023-08-24
Nifty Non-Cyclical Consumer,-,-,-,11963.78,44.85,.38,102764730,4928.29,57.95,11.12,.94,2023-08-24
NIFTY100 Alpha 30,-,-,-,12015.97,9.11,.08,164205701,15346.99,21.04,4.68,1.42,2023-08-24
NIFTY500 Value 50,-,-,-,8405.67,-27.83,-.33,581454532,8272.91,7.25,1.35,4.37,2023-08-24
Nifty100 Low Volatility 30,15006.35,15032.4,14923.65,14933.95,0.1,0,156883658,15345.57,24.08,5.24,1.65,2023-08-24
NIFTY Alpha Low-Volatility 30,19494.9,19545.6,19402.05,19410.9,13.25,.07,120674921,10515.77,18.56,4.33,1.46,2023-08-24
NIFTY Quality Low-Volatility 30,-,-,-,13676.36,1.31,.01,58499872,8272.18,27.1,7.86,2.1,2023-08-24
NIFTY Alpha Quality Low-Volatility 30,-,-,-,15983.21,15.87,.1,57345975,5296.14,21.33,7,2.21,2023-08-24
NIFTY Alpha Quality Value Low-Volatility 30,-,-,-,13727.63,-10.73,-.08,101880745,9565.46,16.82,5.05,2.64,2023-08-24
NIFTY200 Quality 30,15998.5,16022.35,15943.25,15957.0,33.35,.21,39494091,4888.52,26.81,9.52,2.42,2023-08-24
NIFTY Midcap150 Quality 50,18562.7,18655.2,18538.3,18609.5,130.2,.7,45311684,13936.88,33.96,8.08,1.56,2023-08-24
Nifty200 Momentum 30,22434.85,22476.45,22251.2,22274.95,7.2,.03,180071503,6924.58,17.72,3.6,1.31,2023-08-24
Nifty India Manufacturing,9727.85,9731.3,9644.85,9652.95,-23.6,-.24,226086376,11944.12,25.49,4.56,1.34,2023-08-24
Nifty100 ESG Sector Leaders,3141.9,3151.45,3124.3,3126.6,2.1,.07,166706237,15348.03,26.96,5.21,1.31,2023-08-24
Nifty200 Alpha 30,-,-,-,16437.23,-25.61,-.16,258064401,7977.71,14.79,2.47,1.48,2023-08-24
Nifty Midcap150 Momentum 50,-,-,-,39758.0,-104.69,-.26,362714786,6287.55,18.97,3.41,1.1,2023-08-24
Nifty Smallcap250 Quality 50,-,-,-,18750.75,6.87,.04,39680991,1527.64,22.03,4.38,1.58,2023-08-24
NIFTY100 ESG,3666.4,3674.6,3645.9,3648.9,0.75,.02,404730047,27826.6,27.06,5.66,1.33,2023-08-24
NIFTY100 Enhanced ESG,-,-,-,3679.27,1.75,.05,318086374,24127.51,27.78,5.76,1.32,2023-08-24
Nifty 50 Arbitrage,-,-,-,2195.19,-1.49,-.07,-,-,-,-,-,2023-08-24
Nifty 8-13 yr G-Sec,2462.59,2465.53,2462.59,2463.01,0.9,.04,-,-,-,-,-,2023-08-24
Nifty 4-8 yr G-Sec Index,2669.81,2671.76,2669.57,2669.57,0.27,.01,-,-,-,-,-,2023-08-24
Nifty 11-15 yr G-Sec Index,2699.68,2702.47,2699.68,2701.6,2.45,.09,-,-,-,-,-,2023-08-24
Nifty 15 yr and above G-Sec Index,2948.78,2952.79,2948.78,2952.79,4.59,.16,-,-,-,-,-,2023-08-24
Nifty Composite G-sec Index,2538.48,2541.26,2538.48,2539.38,1.4,.06,-,-,-,-,-,2023-08-24
Nifty 10 yr Benchmark G-Sec,2181.3,2184.39,2181.3,2181.47,0.6,.03,-,-,-,-,-,2023-08-24
Nifty 10 yr Benchmark G-Sec (Clean Price),871.4,872.64,871.4,871.48,0.07,.01,-,-,-,-,-,2023-08-24
Nifty 1D Rate Index,-,-,-,2170.87,0.41,.02,-,-,-,-,-,2023-08-24
Nifty50 USD,-,-,-,8134.9,-11.59,-.14,-,-,-,-,-,2023-08-24
